Id,Name,Description__c,Department__c,Category__c,Sub_Category__c,Type__c,Quantity__c,Unit_Price__c
a00P0000006KXpmIAG,Trueblue - Blueberry Cranberry,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,Development,Quality Assurance,Cat3,TypeC,1,53.24
a00P0000006KXpnIAG,"Potatoes - Yukon Gold, 80 Ct",in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,Development,Coding,Cat1,TypeA,5,63.82
a00P0000006KXpoIAG,"Veal - Leg, Provimi - 50 Lb Max",eu orci mauris lacinia sapien quis libero nullam sit amet turpis,Support,Tier 2,Cat1,TypeC,6,96.48
a00P0000006KXppIAG,"Syrup - Golden, Lyles",magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,Marketing,ABM,Cat3,TypeB,1,57.62
a00P0000006KXpqIAG,Beef - Texas Style Burger,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Development,Quality Assurance,Cat1,TypeA,1,67.81
a00P0000006KXprIAG,Tequila Rose Cream Liquor,diam id ornare imperdiet sapien urna pretium nisl ut volutpat,Sales,Sales Engineering,Cat2,TypeB,9,2.27
a00P0000006KXpsIAG,Corn - Mini,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,Support,Tier 3,Cat3,TypeB,10,91.03
a00P0000006KXptIAG,"Mushroom - Chantrelle, Fresh",id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,Support,Tier 3,Cat2,TypeA,9,24.48
a00P0000006KXpuIAG,Rice - Sushi,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,Sales,Pre Sales,Cat2,TypeB,5,53.31
a00P0000006KXpvIAG,"Beans - Long, Chinese",non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,Support,Tier 3,Cat2,TypeB,6,77.79
a00P0000006KXpwIAG,Egg Patty Fried,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,Development,Coding,Cat2,TypeA,1,33.72
a00P0000006KXpxIAG,Steam Pan - Half Size Deep,ornare consequat lectus in est risus auctor sed tristique in tempus,Operations,Human Resources,Cat3,TypeA,8,60.75
a00P0000006KXpyIAG,"Wine - Red, Colio Cabernet",suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,Marketing,ABM,Cat3,TypeB,6,98.47
a00P0000006KXpzIAG,Lychee,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,Sales,Pre Sales,Cat2,TypeB,6,6.33
a00P0000006KXq0IAG,Wine - Valpolicella Masi,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,Development,Coding,Cat3,TypeB,10,46.95
a00P0000006KXq1IAG,Juice - Mango,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,Sales,Sales Engineering,Cat2,TypeB,5,81.96
a00P0000006KXq2IAG,Chinese Foods - Pepper Beef,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,Operations,Performance Management,Cat1,TypeA,6,54.36
a00P0000006KXq3IAG,Nantucket - Kiwi Berry Cktl.,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,Operations,Human Resources,Cat3,TypeA,1,44.61
a00P0000006KXq4IAG,Relish,duis consequat dui nec nisi volutpat eleifend donec ut dolor,Operations,Human Resources,Cat3,TypeB,9,63.43
a00P0000006KXq5IAG,Tuna - Fresh,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,Operations,Human Resources,Cat1,TypeA,3,48.53
a00P0000006KXq6IAG,Capon - Whole,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,Sales,Sales Engineering,Cat3,TypeA,5,84.46
a00P0000006KXq7IAG,Butcher Twine 4r,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,Marketing,ABM,Cat2,TypeB,3,11.56
a00P0000006KXq8IAG,Muffin Mix - Blueberry,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,Development,Quality Assurance,Cat2,TypeB,9,35.45
a00P0000006KXq9IAG,Soup V8 Roasted Red Pepper,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,Marketing,ABM,Cat1,TypeB,1,96.7
a00P0000006KXqAIAW,Wine - Riesling Dr. Pauly,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,Marketing,ABM,Cat1,TypeA,6,83.82
a00P0000006KXqBIAW,"7up Diet, 355 Ml",nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,Development,Coding,Cat3,TypeB,2,84.71
a00P0000006KXqCIAW,Mousse - Passion Fruit,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,Support,Tier 3,Cat1,TypeB,9,79.23
a00P0000006KXqDIAW,Tomato - Plum With Basil,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,Development,Quality Assurance,Cat1,TypeC,1,28.39
a00P0000006KXqEIAW,Strawberries,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,Sales,Sales Engineering,Cat2,TypeC,2,98.89
a00P0000006KXqFIAW,Wine - Maipo Valle Cabernet,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,Development,Coding,Cat2,TypeA,4,83.92
a00P0000006KXqGIAW,Bread - Calabrese Baguette,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,Support,Tier 2,Cat3,TypeB,6,11.2
a00P0000006KXqHIAW,"Sauce - Apple, Unsweetened",posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,Development,Coding,Cat1,TypeB,10,33.08
a00P0000006KXqIIAW,Nantucket Orange Juice,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,Support,Tier 2,Cat1,TypeB,8,82.99
a00P0000006KXqJIAW,"Wine - Red, Marechal Foch",adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,Sales,Pre Sales,Cat3,TypeB,2,93.31
a00P0000006KXqKIAW,Creme De Menth - White,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Operations,Performance Management,Cat3,TypeC,8,16.17
a00P0000006KXqLIAW,Myers Planters Punch,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,Support,Tier 3,Cat3,TypeB,2,27.64
a00P0000006KXqMIAW,"Tea - Darjeeling, Azzura",nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,Sales,Pre Sales,Cat3,TypeA,2,16
a00P0000006KXqNIAW,Sauerkraut,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,Support,Tier 2,Cat1,TypeC,6,51.09
a00P0000006KXqOIAW,Sobe - Liz Blizz,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,Sales,Pre Sales,Cat2,TypeB,4,47.15
a00P0000006KXqPIAW,Broom - Push,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,Development,Coding,Cat1,TypeC,8,17.99
a00P0000006KXqQIAW,Pastry - Chocolate Marble Tea,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,Support,Tier 3,Cat2,TypeA,10,28.44
a00P0000006KXqRIAW,V8 Splash Strawberry Banana,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Marketing,ABM,Cat2,TypeC,3,25.25
a00P0000006KXqSIAW,Chicken - Leg / Back Attach,vel est donec odio justo sollicitudin ut suscipit a feugiat,Sales,Sales Engineering,Cat1,TypeA,3,35.53
a00P0000006KXqTIAW,Chutney Sauce,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,Development,Quality Assurance,Cat2,TypeB,7,73.36
a00P0000006KXqUIAW,Rum - Mount Gay Eclipes,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,Support,Tier 3,Cat2,TypeA,10,29.58
a00P0000006KXqVIAW,Truffle - Peelings,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,Sales,Sales Engineering,Cat3,TypeA,10,52.12
a00P0000006KXqWIAW,Fuji Apples,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,Operations,Performance Management,Cat3,TypeA,7,19.36
a00P0000006KXqXIAW,Potatoes - Pei 10 Oz,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,Operations,Performance Management,Cat1,TypeB,10,26.86
a00P0000006KXqYIAW,Cheese - Swiss,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,Marketing,ABM,Cat1,TypeA,9,66.65
a00P0000006KXqZIAW,Pork - European Side Bacon,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,Operations,Human Resources,Cat1,TypeB,9,72.96
a00P0000006KXqaIAG,Ecolab - Lime - A - Way 4/4 L,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,Development,Quality Assurance,Cat1,TypeA,2,51.94
a00P0000006KXqbIAG,Cafe Royale,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,Development,Coding,Cat3,TypeC,10,56.92
a00P0000006KXqcIAG,Wine - Marlbourough Sauv Blanc,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,Sales,Pre Sales,Cat2,TypeB,4,41.52
a00P0000006KXqdIAG,Red Currant Jelly,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,Operations,Performance Management,Cat3,TypeC,5,97
a00P0000006KXqeIAG,Lemon Grass,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,Operations,Performance Management,Cat3,TypeB,7,96.28
a00P0000006KXqfIAG,Salmon - Fillets,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,Marketing,ABM,Cat2,TypeC,4,53.99
a00P0000006KXqgIAG,Magnotta - Bel Paese White,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,Operations,Performance Management,Cat2,TypeB,6,4.42
a00P0000006KXqhIAG,Cleaner - Pine Sol,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,Operations,Performance Management,Cat3,TypeB,2,71.75
a00P0000006KXqiIAG,"Wine - White, Colubia Cresh",erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,Development,Coding,Cat1,TypeA,2,66.34
a00P0000006KXqjIAG,Rice - Basmati,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,Sales,Pre Sales,Cat2,TypeB,10,37.14
a00P0000006KXqkIAG,Kiwi Gold Zespri,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,Operations,Performance Management,Cat2,TypeA,3,18.39
a00P0000006KXqlIAG,Shortbread - Cookie Crumbs,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,Development,Coding,Cat3,TypeB,10,52.95
a00P0000006KXqmIAG,Tea - Herbal Orange Spice,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Support,Tier 1,Cat3,TypeB,1,8.29
a00P0000006KXqnIAG,Taro Leaves,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,Marketing,ABM,Cat3,TypeA,5,2.23
a00P0000006KXqoIAG,"Sauce - Bernaise, Mix",lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,Operations,Performance Management,Cat3,TypeA,2,15.48
a00P0000006KXqpIAG,Beets - Golden,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,Marketing,ABM,Cat1,TypeA,6,67.36
a00P0000006KXqqIAG,Lid - 0090 Clear,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,Support,Tier 3,Cat1,TypeB,7,74.14
a00P0000006KXqrIAG,Pate - Peppercorn,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,Operations,Performance Management,Cat1,TypeC,9,78.52
a00P0000006KXqsIAG,Filling - Mince Meat,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,Sales,Sales Engineering,Cat1,TypeA,9,6.6
a00P0000006KXqtIAG,Cookies Oatmeal Raisin,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,Operations,Human Resources,Cat2,TypeB,7,46.69
a00P0000006KXquIAG,Cookie Double Choco,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,Development,Coding,Cat3,TypeC,7,34.6
a00P0000006KXqvIAG,"Shrimp - Baby, Warm Water",suspendisse ornare consequat lectus in est risus auctor sed tristique,Sales,Pre Sales,Cat3,TypeA,4,79.78
a00P0000006KXqwIAG,Bread - French Stick,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,Development,Coding,Cat2,TypeB,2,96.46
a00P0000006KXqxIAG,"Lemonade - Island Tea, 591 Ml",nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,Operations,Performance Management,Cat3,TypeC,3,12.95
a00P0000006KXqyIAG,"Bread - Dark Rye, Loaf",nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,Support,Tier 3,Cat1,TypeA,3,1.88
a00P0000006KXqzIAG,Cheese - Ermite Bleu,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,Development,Quality Assurance,Cat2,TypeC,5,73.67
a00P0000006KXr0IAG,Garlic - Peeled,donec dapibus duis at velit eu est congue elementum in,Development,Coding,Cat2,TypeC,4,11.46
a00P0000006KXr1IAG,Beer - Blue Light,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,Sales,Sales Engineering,Cat1,TypeA,1,93.94
a00P0000006KXr2IAG,Bag - Regular Kraft 20 Lb,mi pede malesuada in imperdiet et commodo vulputate justo in blandit,Support,Tier 1,Cat3,TypeC,3,62.08
a00P0000006KXr3IAG,Alize Sunset,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,Development,Coding,Cat2,TypeC,10,86.39
a00P0000006KXr4IAG,Corn Shoots,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,Marketing,ABM,Cat3,TypeB,3,58.46
a00P0000006KXr5IAG,Thyme - Fresh,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,Sales,Sales Engineering,Cat1,TypeB,10,42.39
a00P0000006KXr6IAG,Calvados - Boulard,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Sales,Pre Sales,Cat2,TypeA,3,98.54
a00P0000006KXr7IAG,Kohlrabi,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,Support,Tier 2,Cat3,TypeA,8,92.82
a00P0000006KXr8IAG,Ice Cream - Life Savers,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,Support,Tier 3,Cat2,TypeB,3,3.5
a00P0000006KXr9IAG,Chocolate - Sugar Free Semi Choc,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,Marketing,ABM,Cat1,TypeA,5,49.01
a00P0000006KXrAIAW,Shrimp - Black Tiger 8 - 12,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,Support,Tier 2,Cat1,TypeA,7,99.83
a00P0000006KXrBIAW,Wine - Shiraz Wolf Blass Premium,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,Marketing,ABM,Cat2,TypeB,3,2.19
a00P0000006KXrCIAW,Arizona - Plum Green Tea,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,Marketing,ABM,Cat3,TypeA,7,65.89
a00P0000006KXrDIAW,Isomalt,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,Marketing,ABM,Cat1,TypeA,6,44.21
a00P0000006KXrEIAW,Beef - Sushi Flat Iron Steak,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,Support,Tier 3,Cat3,TypeA,1,80.12
a00P0000006KXrFIAW,"Wine - Harrow Estates, Vidal",fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,Support,Tier 3,Cat1,TypeC,10,2.15
a00P0000006KXrGIAW,Pepsi - 600ml,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,Operations,Performance Management,Cat1,TypeB,4,2.51
a00P0000006KXrHIAW,Chickensplit Half,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,Support,Tier 1,Cat3,TypeC,4,72.41
a00P0000006KXrIIAW,Yukon Jack,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,Support,Tier 3,Cat3,TypeB,10,79.99
a00P0000006KXrJIAW,Soup - Campbells Bean Medley,donec dapibus duis at velit eu est congue elementum in,Marketing,ABM,Cat1,TypeA,1,57.12
a00P0000006KXrKIAW,Cup - Paper 10oz 92959,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,Support,Tier 1,Cat3,TypeB,4,49.06
a00P0000006KXrLIAW,"Shrimp - 16/20, Peeled Deviened",faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,Operations,Performance Management,Cat3,TypeC,6,16.46
a00P0000006KXrMIAW,"Onions - Dried, Chopped",sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,Development,Quality Assurance,Cat1,TypeC,9,76.74
a00P0000006KXrNIAW,Vinegar - Cider,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,Marketing,ABM,Cat2,TypeC,7,49.52
a00P0000006KXrOIAW,"Bread - Sticks, Thin, Plain",id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,Development,Coding,Cat2,TypeA,6,66.7
a00P0000006KXrPIAW,Chocolate - Dark,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,Development,Quality Assurance,Cat3,TypeB,7,56.72
a00P0000006KXrQIAW,Chutney Sauce - Mango,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,Sales,Sales Engineering,Cat3,TypeA,1,23.27
a00P0000006KXrRIAW,Wine - Conde De Valdemar,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,Operations,Performance Management,Cat2,TypeA,8,97.3
a00P0000006KXrSIAW,Mix - Cappucino Cocktail,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,Operations,Human Resources,Cat2,TypeC,7,80.85
a00P0000006KXrTIAW,Chocolate - Dark Callets,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,Marketing,ABM,Cat3,TypeA,4,27.14
